title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,location,tags,url
东城东二环，朝阳门外站，98年南北通透带客厅中楼层封闭管理,546,万,74580元/㎡,2室1厅1卫,73.21,南北,中层(共6层),1998,王家园胡同35号院,东城 东四十条 王家园胡同35号,经纪人力荐 房东急售 随时可看 南北通透,https://bj.58.com/ershoufang/3553214619870222x.shtml?auction=220&hpType=60&entry=102&position=58&kwtype=filter&now_time=1763890687&typecode=220&spread=filtersearch_c&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_58&from=from_esf_List_search&index=58
美景东方 3室 2厅 129.64平,679,万,52376元/㎡,3室2厅2卫,129.64,东南,中层(共29层),2006,美景东方,朝阳 华威桥 松榆南路38号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4281397184175107x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_59&from=from_esf_List_search&index=59
清盘！检漏，268萬，现房，副中心运河商务区安贞，低密度洋房,329,万,45069元/㎡,2室2厅1卫,73,东西,,2024,金地北京壹街区,通州 北关 通怀路与北堤路交叉口西北角,南北通透 客餐厅相连 户型方正 低容积,https://bj.58.com/ershoufang/3048196258439183x.shtml?auction=220&hpType=60&entry=102&position=60&kwtype=filter&now_time=1763890687&typecode=220&spread=filtersearch_c&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_60&from=from_esf_List_search&index=60
2008年精装电梯房三居 韩庄子小区 916号双地铁,459,万,40186元/㎡,3室1厅1卫,114.22,西南,低层(共24层),2008,韩庄子西里,丰台 看丹桥 丰台南路,西南 满五年 近地铁,https://bj.58.com/ershoufang/3048284429688846x.shtml?auction=201&hpType=60&entry=102&position=61&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_61&from=from_esf_List_search&index=61
亿城燕西华府 电梯房 车位充足 临地铁 双卫生间 集中供暖,355,万,22361元/㎡,4室2厅2卫,158.76,南北,共5层,2020,亿城燕西华府,丰台 云岗 泉湖西路1号,南北 满五年 车位充足,https://bj.58.com/ershoufang/3733154945330189x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_62&from=from_esf_List_search&index=62
北航南门 知春嘉园，东南北三居 高层无遮挡，视野开阔，精装修,799,万,76096元/㎡,3室1厅1卫,105,东南,高层(共19层),1998,知春嘉园,海淀 知春路 知春路,东南 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4285521530350605x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_63&from=from_esf_List_search&index=63
总监推荐木樨园低楼层低总价，南北通透两居室，随时看,200,万,34663元/㎡,2室1厅1卫,57.7,南北,低层(共6层),1989,南木樨园,丰台 木樨园 南三环中路,南北 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/3275486567277577x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_64&from=from_esf_List_search&index=64
紫竹桥化工大学两居 电梯房价格能大谈 价格有惊喜 有钥匙,370,万,55892元/㎡,2室2厅1卫,66.2,东西,中层(共11层),1995,紫竹院98号院,海淀 车道沟 紫竹院98号,东西 热门小区 价格优惠 房东急售,https://bj.58.com/ershoufang/3097457849623553x.shtml?auction=220&hpType=60&entry=102&position=65&kwtype=filter&now_time=1763890687&typecode=220&spread=filtersearch_c&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_65&from=from_esf_List_search&index=65
南二环外 西罗园 临地铁 中间层南北两居,220,万,37607元/㎡,2室1厅1卫,58.5,南北,中层(共6层),1989,西罗园一区,丰台 西罗园 西罗园路,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4214685660113920x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_66&from=from_esf_List_search&index=66
666 雍景四季 平层4居 中楼层 南北满五 视野好 通风,666,万,35604元/㎡,4室2厅2卫,187.06,南北,低层(共21层),2009,雍景四季,石景山 八大处 田村路202号,南北 满五年 近地铁,https://bj.58.com/ershoufang/4326574167694337x.shtml?auction=201&hpType=60&entry=102&position=67&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_67&from=from_esf_List_search&index=67
南北三居，三卧都有阳光，高层视野，三公园观景，得房高无浪费,888,万,68308元/㎡,3室2厅2卫,130,南北,中层(共27层),2008,鹿港嘉苑,朝阳 花家地 望京西路50号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4217221583314945x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_68&from=from_esf_List_search&index=68
新上精装三居 满五年 全屋地暖 定制家居 诚心卖,205,万,28044元/㎡,3室1厅1卫,73.1,南,中层(共11层),2016,富力惠兰美居(E区),通州 潞苑 朝阳北路,南 满五年 采光较好,https://bj.58.com/ershoufang/4241791323937796x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_69&from=from_esf_List_search&index=69
我爱我家 丽泽桥 丽泽景园 双地铁交通 南北两居室,415,万,52274元/㎡,2室1厅1卫,79.39,南北,低层(共18层),2013,丽泽景园,丰台 丽泽桥 益泽路,南北 有电梯 近地铁 多人关注,https://bj.58.com/ershoufang/3774765816278024x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_70&from=from_esf_List_search&index=70
88平 满五 电梯房 领秀慧谷C区(一区) 南北通透 2室1,459,万,51900元/㎡,2室1厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=71&kwtype=filter&now_time=1763890687&typecode=220&spread=filtersearch_c&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_71&from=from_esf_List_search&index=71
急售！楼下即是地铁口，南北向两居室，有钥匙，随时看房,239,万,25421元/㎡,2室1厅1卫,94.02,南北,高层(共6层),2004,天赐良园(东区),通州 物资学院路 物资学院路6号,南北 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/3938394360570880x.shtml?auction=201&hpType=60&entry=102&position=72&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_72&from=from_esf_List_search&index=72
望京一路之隔，酒仙桥电梯楼，户型方正大两居室,260,万,33317元/㎡,2室1厅1卫,78.04,东南,中层(共18层),1989,荧屏里,朝阳 大山子 酒仙桥北路,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3972633666137098x.shtml?auction=201&hpType=60&entry=102&position=73&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_73&from=from_esf_List_search&index=73
南二环右安门热点区域 次新房社区 电梯南北通透两居 看房随时,285,万,49531元/㎡,2室1厅1卫,57.54,南北,中层(共26层),2018,亚林西居住区,丰台 右安门 西铁营中路9号,南北 有电梯 近地铁 户型方正,https://bj.58.com/ershoufang/4276638774059012x.shtml?auction=201&hpType=60&entry=102&position=74&kwtype=filter&now_time=1763890687&typecode=201&spread=filtersearch_p&epauction=&stats_key=1662db22-97b6-4da1-b714-385a3a16f427_74&from=from_esf_List_search&index=74
清盘370萬 国企开发 低密精装电梯洋房 配套齐全 人大副,428,万,45053元/㎡,3室2厅2卫,95,南北,,2026,中交·伴山观岚,石景山 五里坨 黑石头路,南北通透 厨卫全明 主卧套房 低容积,https://bj.58.com/ershoufang/3122936520450054x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_0&from=from_esf_List_search&index=0
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,,中层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_1&from=from_esf_List_search&index=1
双井首城国际D区3室1厅,620,万,69066元/㎡,3室1厅1卫,89.77,南北,高层(共28层),2010,首城国际,朝阳 双井 广渠路36号,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4322320652004362x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_2&from=from_esf_List_search&index=2
110拿下精装洋房项目周边自然环境优越，交通便利高保,155,万,31000元/㎡,1室1厅1卫,50,南北,,2022,金茂·北京国际社区,顺义 顺义城区 水色时光西路西侧50米,卧室全朝南 南北通透 厨卫全明,https://bj.58.com/ershoufang/3048260526334977x.shtml?auction=220&hpType=60&entry=102&position=3&kwtype=filter&now_time=1763890695&typecode=220&spread=filtersearch_c&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_3&from=from_esf_List_search&index=3
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_4&from=from_esf_List_search&index=4
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_5&from=from_esf_List_search&index=5
（   ）地铁房山线，精装现房，实得180平，星空墅，双阳台,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_6&from=from_esf_List_search&index=6
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=7&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_7&from=from_esf_List_search&index=7
望京南湖中园电梯三居，南向采光好，满五  ，空置随时看,450,万,51850元/㎡,3室1厅2卫,86.79,西南,高层(共20层),2002,南湖中园(二区),朝阳 望京 湖光北街,西南 近地铁 优势户型 房东急售,https://bj.58.com/ershoufang/4305172483612679x.shtml?auction=220&hpType=60&entry=102&position=8&kwtype=filter&now_time=1763890695&typecode=220&spread=filtersearch_c&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_8&from=from_esf_List_search&index=8
单价不到4.。面积113平，东三环双井地铁边,468,万,41398元/㎡,2室1厅1卫,113.05,东北,中层(共26层),2016,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4210145618763783x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_9&from=from_esf_List_search&index=9
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_10&from=from_esf_List_search&index=10
双井百环家园2室1厅,465,万,41622元/㎡,2室1厅1卫,111.72,东北,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4278026912328712x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_11&from=from_esf_List_search&index=11
首付低总价 首城国际A区 两居室 满五   商品房 看房方,579,万,65336元/㎡,2室1厅1卫,88.62,西南,低层(共14层),2010,首城国际,朝阳 双井 广渠路36号,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3048362051575810x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_12&from=from_esf_List_search&index=12
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=13&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_13&from=from_esf_List_search&index=13
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=14&kwtype=filter&now_time=1763890695&typecode=220&spread=filtersearch_c&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_14&from=from_esf_List_search&index=14
双井百环家园3室1厅,555,万,44153元/㎡,3室1厅1卫,125.7,南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4229924746779657x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_15&from=from_esf_List_search&index=15
现房6号线上盖，千年运河景房  运河CBD核心所在,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048261123955723x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_16&from=from_esf_List_search&index=16
林肯公园南北通透两居室,515,万,56113元/㎡,2室2厅1卫,91.78,南北,中层(共28层),2014,林肯公园C区,大兴 亦庄 文化园西路8号,南北 房东发布 近地铁 户型方正,https://bj.58.com/ershoufang/4329421533371407x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1763890695&typecode=201&spread=filtersearch_p&epauction=&stats_key=c175cbed-099c-4568-aacf-f5e21ea13517_17&from=from_esf_List_search&index=17
