title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
回龙观融泽嘉园12号院，南北通透3居，满五年  ，随时看,430,万,41331元/㎡,3室1厅1卫,104.04,南北,低层(共31层),2014,融泽嘉园12号院,昌平,龙域,昌平 龙域 龙域中路12号,南北 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/4030695919836168x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_53&from=from_esf_List_search&index=57,2025-11-28 12:20:23
购物方便 中间好楼层 大两居 满五 南北通透 密度低,205,万,20099元/㎡,2室2厅1卫,102,南北,中层(共6层),2002,温泉花园(B区),昌平,北七家,昌平 北七家 东北路,南北 满五年 户型方正,https://bj.58.com/ershoufang/4318231949437960x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_54&from=from_esf_List_search&index=58,2025-11-28 12:20:23
海淀嘉郡 2居室 精装 85平 电梯房 看房方便,335,万,39412元/㎡,2室1厅1卫,85,南,中层(共16层),2016,海淀嘉郡,海淀,上庄,海淀 上庄 上庄路,南 热门小区 配套成熟 优势户型,https://bj.58.com/ershoufang/4111092172086274x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1764303624&typecode=220&spread=filtersearch_c&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_55&from=from_esf_List_search&index=59,2025-11-28 12:20:23
新上    单价2.5万十号线宋家庄大两居采光好满五诚心卖,180,万,26746元/㎡,2室1厅1卫,67.3,东北,高层(共6层),1996,石榴园北里小区,丰台,石榴庄,丰台 石榴庄 光彩路26号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4238461465468930x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_56&from=from_esf_List_search&index=60,2025-11-28 12:20:23
1室2厅1卫1厨1阳,638,万,79661元/㎡,1室2厅1卫,80.09,南北,中层(共25层),2019,富力城(D区),朝阳,双井,朝阳 双井 东三环中路35号,南北 近地铁,https://bj.58.com/ershoufang/3048213009080322x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_57&from=from_esf_List_search&index=61,2025-11-28 12:20:23
长椿街，木樨地，金融街，西便门，低楼层适合一家人居住,299,万,60822元/㎡,2室1厅1卫,49.16,南北,低层(共6层),1989,西便门西里小区,西城,西便门,西城 西便门 西便门西里,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4298293158718474x.shtml?auction=201&hpType=60&entry=102&position=58&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_58&from=from_esf_List_search&index=62,2025-11-28 12:20:23
珠江绿洲家园 购物方便   清晰 交通便捷 刚需两居 环境好,349,万,32169元/㎡,2室2厅1卫,108.49,西北,低层(共31层),2005,珠江绿洲家园,朝阳,定福庄,朝阳 定福庄 建国路18号,西北 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/3747197502270479x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_59&from=from_esf_List_search&index=63,2025-11-28 12:20:23
全明格局 一层   固定车位免费 自带充电桩 南北通透 满五,550,万,74325元/㎡,3室1厅1卫,74,东南,低层(共6层),1992,交大东路31号院,海淀,交通大学,海淀 交通大学 交大东路31号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4308210076459020x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_60&from=from_esf_List_search&index=64,2025-11-28 12:20:23
十年不出一套的户型 安贞医院家属楼 来搂一眼,475,万,70267元/㎡,2室1厅2卫,67.6,南,中层(共18层),1996,安贞里(四区),朝阳,安贞,朝阳 安贞 安贞路,南 优势户型 公摊小 房东急售,https://bj.58.com/ershoufang/4313433997417483x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1764303624&typecode=220&spread=filtersearch_c&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_61&from=from_esf_List_search&index=65,2025-11-28 12:20:23
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_62&from=from_esf_List_search&index=66,2025-11-28 12:20:23
回龙观 云趣园一区  紧邻地铁8号线 南北复式 随时看房,325,万,23483元/㎡,4室2厅2卫,138.4,南北,高层(共6层),2000,云趣园(一区),昌平,回龙观,昌平 回龙观 龙禧二街,南北 满二年 近地铁 多人关注,https://bj.58.com/ershoufang/4291282134522888x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_63&from=from_esf_List_search&index=67,2025-11-28 12:20:23
林肯公园高层南北两居,470,万,50338元/㎡,2室1厅1卫,93.37,南北,高层(共20层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南北 近地铁 户型方正,https://bj.58.com/ershoufang/4179510574341125x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_64&from=from_esf_List_search&index=68,2025-11-28 12:20:23
九棵树(家乐福)K2玉兰湾2室1厅,360,万,39388元/㎡,2室1厅1卫,91.4,南,低层(共27层),2016,K2玉兰湾,通州,九棵树,通州 九棵树 怡乐北街,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4095558860774408x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_65&from=from_esf_List_search&index=69,2025-11-28 12:20:23
鲁谷永乐西区 中间楼层 南北通透 户型合理 前后无遮挡,197,万,32375元/㎡,2室1厅1卫,60.85,南北,中层(共6层),1989,鲁谷永乐西区,石景山,鲁谷,石景山 鲁谷 鲁谷大街,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4228780458844168x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_66&from=from_esf_List_search&index=70,2025-11-28 12:20:23
东坝和悦园 次新社区人车分流 保利物业,302,万,38868元/㎡,2室1厅1卫,77.7,南,高层(共16层),2019,和悦园,朝阳,东坝,朝阳 东坝 东坝中街,南 热门小区 新上小区 南北通透,https://bj.58.com/ershoufang/4131314014134287x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1764303624&typecode=220&spread=filtersearch_c&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_67&from=from_esf_List_search&index=71,2025-11-28 12:20:23
南北两居 前后不临街 花家地西里一区,248,万,40830元/㎡,2室1厅1卫,60.74,南北,高层(共6层),2000,花家地西里(一区),朝阳,花家地,朝阳 花家地 望京西路,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3262240497687565x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_68&from=from_esf_List_search&index=72,2025-11-28 12:20:23
劲松潘家园双地铁 武圣东里两居室南北通透  明厨明卫,199,万,30517元/㎡,2室1厅1卫,65.21,南北,高层(共6层),1985,武圣东里,朝阳,劲松,朝阳 劲松 松榆北路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4172017755267073x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_69&from=from_esf_List_search&index=73,2025-11-28 12:20:23
豪华装修急售！！望京南 嘉润精装两室两厅,420,万,39301元/㎡,2室1厅1卫,106.87,西北,低层(共32层),2001,嘉润花园,朝阳,望京,朝阳 望京 广顺南大街19号,西北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4245739855911940x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1764303624&typecode=201&spread=filtersearch_p&epauction=&stats_key=23b5c04c-d0ed-4af9-81bb-6773674d1ee8_70&from=from_esf_List_search&index=74,2025-11-28 12:20:23
（   ）地铁房山线，精装现房，实得180平，星空墅，双阳台,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山,房山周边,房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_0&from=from_esf_List_search&index=0,2025-11-28 12:20:30
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,西,中层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_1&from=from_esf_List_search&index=1,2025-11-28 12:20:30
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,西,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_2&from=from_esf_List_search&index=2,2025-11-28 12:20:30
双井首城国际D区3室1厅,620,万,69066元/㎡,3室1厅1卫,89.77,南北,高层(共28层),2010,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4322320652004362x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_3&from=from_esf_List_search&index=3,2025-11-28 12:20:30
小洋房 户数少   产品,620,万,67923元/㎡,2室1厅1卫,91.28,东南,高层(共7层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 近地铁,https://bj.58.com/ershoufang/4330413846568967x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_4&from=from_esf_List_search&index=5,2025-11-28 12:20:30
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_5&from=from_esf_List_search&index=6,2025-11-28 12:20:30
单价4萬起！高得房率，近地铁，清退认筹中！,480,万,50000元/㎡,3室2厅2卫,96,南北,,2027,长安华曦府,门头沟,永定,门头沟 永定 长安街 新首钢 S1号线上岸站北350米,卧室全朝南 南北通透 厨卫全明 轨交房,https://bj.58.com/ershoufang/3853430097158149x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_6&from=from_esf_List_search&index=7,2025-11-28 12:20:30
底价清晰 高层景观 270度圆弧窗 景观很好,635,万,66681元/㎡,2室2厅1卫,95.23,西南,高层(共26层),2009,天鹅湾(北区),朝阳,朝青板块,朝阳 朝青板块 甘露园中街,西南 配套成熟 价格优惠 房东急售,https://bj.58.com/ershoufang/3048221458045962x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1764303631&typecode=220&spread=filtersearch_c&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_7&from=from_esf_List_search&index=8,2025-11-28 12:20:30
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_8&from=from_esf_List_search&index=9,2025-11-28 12:20:30
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,西,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_9&from=from_esf_List_search&index=10,2025-11-28 12:20:30
双井百环家园2室1厅 满五年   诚意出售,419,万,43747元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_10&from=from_esf_List_search&index=12,2025-11-28 12:20:30
东三环双井地铁口05年小区南向三居满五  商品房有钥匙随时看,573,万,45585元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4241240930951180x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_11&from=from_esf_List_search&index=13,2025-11-28 12:20:30
现房    ，77平2居，有燃气.临地铁.宋好礼澫元家电.,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州,新华大街,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048276434459654x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_12&from=from_esf_List_search&index=14,2025-11-28 12:20:30
满五 精装修 88平 2室2厅 电梯房 诚心出售 价格可议,459,万,51900元/㎡,2室2厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1764303631&typecode=220&spread=filtersearch_c&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_13&from=from_esf_List_search&index=15,2025-11-28 12:20:30
双井  精装两居  电梯直达，楼下地铁10号线7号线楼龄新,360,万,56595元/㎡,2室1厅1卫,63.61,北,中层(共18层),1990,"广渠路46,48,50号楼",朝阳,双井,朝阳 双井 广渠路,北 满五年 近地铁,https://bj.58.com/ershoufang/3875101260488712x.shtml?auction=201&hpType=60&entry=102&position=14&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_14&from=from_esf_List_search&index=16,2025-11-28 12:20:30
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_15&from=from_esf_List_search&index=17,2025-11-28 12:20:30
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,东北 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1764303631&typecode=201&spread=filtersearch_p&epauction=&stats_key=568eafc1-3b8f-4889-ad58-58375974b130_16&from=from_esf_List_search&index=19,2025-11-28 12:20:30
